"product_type_id","is_departure","prior_ttl_bucket","prior_delay_bucket","latest_sample_delay_bucket","sample_count"
5,True,"[10,15)","[6,7)","[6,7)",360
5,True,"[10,15)","[6,7)","[7,8)",169
5,True,"[10,15)","[6,7)","[8,9)",115
5,True,"[10,15)","[6,7)","[9,10)",97
5,True,"[10,15)","[6,7)","[10,11)",77
5,True,"[10,15)","[6,7)","[11,16)",268
5,True,"[10,15)","[6,7)","[16,21)",106
5,True,"[10,15)","[6,7)","[21,26)",43
5,True,"[10,15)","[6,7)","[26,31)",19
5,True,"[10,15)","[6,7)","[31,46)",11
5,True,"[10,15)","[6,7)","[46,61)",15
5,True,"[10,15)","[6,7)",NULL,42
5,True,"[15,20)","[6,7)","[-6,-5)",23
5,True,"[15,20)","[6,7)","[-5,-4)",35
5,True,"[15,20)","[6,7)","[-4,-3)",24
5,True,"[15,20)","[6,7)","[-3,-2)",84
5,True,"[15,20)","[6,7)","[-2,-1)",406
5,True,"[15,20)","[6,7)","[-1,0)",1920
5,True,"[15,20)","[6,7)","[0,1)",4252
5,True,"[15,20)","[6,7)","[1,2)",3244
5,True,"[15,20)","[6,7)","[2,3)",2039
5,True,"[15,20)","[6,7)","[3,4)",1087
5,True,"[15,20)","[6,7)","[4,5)",779
5,True,"[15,20)","[6,7)","[5,6)",661
5,True,"[15,20)","[6,7)","[6,7)",372
5,True,"[15,20)","[6,7)","[7,8)",194
5,True,"[15,20)","[6,7)","[8,9)",185
5,True,"[15,20)","[6,7)","[9,10)",113
5,True,"[15,20)","[6,7)","[10,11)",126
5,True,"[15,20)","[6,7)","[11,16)",258
5,True,"[15,20)","[6,7)","[16,21)",120
5,True,"[15,20)","[6,7)","[21,26)",42
5,True,"[15,20)","[6,7)","[26,31)",27
5,True,"[15,20)","[6,7)","[31,46)",23
5,True,"[15,20)","[6,7)","[46,61)",23
5,True,"[15,20)","[6,7)","[91,)",2
5,True,"[15,20)","[6,7)",NULL,137
5,True,"[20,25)","[6,7)","[-6,-5)",21
5,True,"[20,25)","[6,7)","[-5,-4)",35
5,True,"[20,25)","[6,7)","[-4,-3)",19
5,True,"[20,25)","[6,7)","[-3,-2)",162
5,True,"[20,25)","[6,7)","[-2,-1)",489
5,True,"[20,25)","[6,7)","[-1,0)",1477
5,True,"[20,25)","[6,7)","[0,1)",2444
5,True,"[20,25)","[6,7)","[1,2)",2133
5,True,"[20,25)","[6,7)","[2,3)",1472
5,True,"[20,25)","[6,7)","[3,4)",1097
5,True,"[20,25)","[6,7)","[4,5)",738
5,True,"[20,25)","[6,7)","[5,6)",639
5,True,"[20,25)","[6,7)","[6,7)",342
5,True,"[20,25)","[6,7)","[7,8)",236
5,True,"[20,25)","[6,7)","[8,9)",198
5,True,"[20,25)","[6,7)","[9,10)",121
5,True,"[20,25)","[6,7)","[10,11)",116
5,True,"[20,25)","[6,7)","[11,16)",293
5,True,"[20,25)","[6,7)","[16,21)",101
5,True,"[20,25)","[6,7)","[21,26)",34
5,True,"[20,25)","[6,7)","[26,31)",22
5,True,"[20,25)","[6,7)","[31,46)",21
5,True,"[20,25)","[6,7)","[46,61)",19
5,True,"[20,25)","[6,7)",NULL,122
5,True,"[25,30)","[6,7)","[-6,-5)",47
5,True,"[25,30)","[6,7)","[-5,-4)",48
5,True,"[25,30)","[6,7)","[-4,-3)",58
5,True,"[25,30)","[6,7)","[-3,-2)",233
5,True,"[25,30)","[6,7)","[-2,-1)",473
5,True,"[25,30)","[6,7)","[-1,0)",1027
5,True,"[25,30)","[6,7)","[0,1)",1376
5,True,"[25,30)","[6,7)","[1,2)",1345
5,True,"[25,30)","[6,7)","[2,3)",1000
5,True,"[25,30)","[6,7)","[3,4)",861
5,True,"[25,30)","[6,7)","[4,5)",653
5,True,"[25,30)","[6,7)","[5,6)",559
5,True,"[25,30)","[6,7)","[6,7)",332
5,True,"[25,30)","[6,7)","[7,8)",249
5,True,"[25,30)","[6,7)","[8,9)",237
5,True,"[25,30)","[6,7)","[9,10)",121
5,True,"[25,30)","[6,7)","[10,11)",130
5,True,"[25,30)","[6,7)","[11,16)",314
5,True,"[25,30)","[6,7)","[16,21)",99
5,True,"[25,30)","[6,7)","[21,26)",35
5,True,"[25,30)","[6,7)","[26,31)",11
5,True,"[25,30)","[6,7)","[31,46)",21
5,True,"[25,30)","[6,7)","[46,61)",6
5,True,"[25,30)","[6,7)",NULL,163
5,True,"[30,45)","[6,7)","[-6,-5)",279
5,True,"[30,45)","[6,7)","[-5,-4)",200
5,True,"[30,45)","[6,7)","[-4,-3)",246
5,True,"[30,45)","[6,7)","[-3,-2)",493
5,True,"[30,45)","[6,7)","[-2,-1)",610
5,True,"[30,45)","[6,7)","[-1,0)",1023
5,True,"[30,45)","[6,7)","[0,1)",1267
5,True,"[30,45)","[6,7)","[1,2)",1356
5,True,"[30,45)","[6,7)","[2,3)",1143
5,True,"[30,45)","[6,7)","[3,4)",1017
5,True,"[30,45)","[6,7)","[4,5)",903
5,True,"[30,45)","[6,7)","[5,6)",673
5,True,"[30,45)","[6,7)","[6,7)",485
5,True,"[30,45)","[6,7)","[7,8)",381
5,True,"[30,45)","[6,7)","[8,9)",342
5,True,"[30,45)","[6,7)","[9,10)",244
5,True,"[30,45)","[6,7)","[10,11)",265
5,True,"[30,45)","[6,7)","[11,16)",652
5,True,"[30,45)","[6,7)","[16,21)",238
5,True,"[30,45)","[6,7)","[21,26)",57
5,True,"[30,45)","[6,7)","[26,31)",22
5,True,"[30,45)","[6,7)","[31,46)",48
5,True,"[30,45)","[6,7)","[46,61)",30
5,True,"[30,45)","[6,7)","[91,)",8
5,True,"[30,45)","[6,7)",NULL,338
5,True,"[45,60)","[6,7)","[-6,-5)",126
5,True,"[45,60)","[6,7)","[-5,-4)",84
5,True,"[45,60)","[6,7)","[-4,-3)",83
5,True,"[45,60)","[6,7)","[-3,-2)",177
5,True,"[45,60)","[6,7)","[-2,-1)",138
5,True,"[45,60)","[6,7)","[-1,0)",161
5,True,"[45,60)","[6,7)","[0,1)",312
5,True,"[45,60)","[6,7)","[1,2)",209
5,True,"[45,60)","[6,7)","[2,3)",193
5,True,"[45,60)","[6,7)","[3,4)",278
5,True,"[45,60)","[6,7)","[4,5)",242
5,True,"[45,60)","[6,7)","[5,6)",160
5,True,"[45,60)","[6,7)","[6,7)",156
5,True,"[45,60)","[6,7)","[7,8)",127
5,True,"[45,60)","[6,7)","[8,9)",121
5,True,"[45,60)","[6,7)","[9,10)",87
5,True,"[45,60)","[6,7)","[10,11)",102
5,True,"[45,60)","[6,7)","[11,16)",286
5,True,"[45,60)","[6,7)","[16,21)",122
5,True,"[45,60)","[6,7)","[21,26)",62
5,True,"[45,60)","[6,7)","[26,31)",14
5,True,"[45,60)","[6,7)","[31,46)",18
5,True,"[45,60)","[6,7)","[46,61)",3
5,True,"[45,60)","[6,7)",NULL,88
5,True,"[60,75)","[6,7)","[-6,-5)",58
5,True,"[60,75)","[6,7)","[-5,-4)",50
5,True,"[60,75)","[6,7)","[-4,-3)",42
5,True,"[60,75)","[6,7)","[-3,-2)",45
5,True,"[60,75)","[6,7)","[-2,-1)",44
5,True,"[60,75)","[6,7)","[-1,0)",89
5,True,"[60,75)","[6,7)","[0,1)",106
5,True,"[60,75)","[6,7)","[1,2)",81
5,True,"[60,75)","[6,7)","[2,3)",46
5,True,"[60,75)","[6,7)","[3,4)",79
5,True,"[60,75)","[6,7)","[4,5)",47
5,True,"[60,75)","[6,7)","[5,6)",79
5,True,"[60,75)","[6,7)","[6,7)",130
5,True,"[60,75)","[6,7)","[7,8)",39
5,True,"[60,75)","[6,7)","[8,9)",63
5,True,"[60,75)","[6,7)","[9,10)",53
5,True,"[60,75)","[6,7)","[10,11)",49
5,True,"[60,75)","[6,7)","[11,16)",117
5,True,"[60,75)","[6,7)","[16,21)",66
5,True,"[60,75)","[6,7)","[21,26)",33
5,True,"[60,75)","[6,7)","[26,31)",3
5,True,"[60,75)","[6,7)","[31,46)",37
5,True,"[60,75)","[6,7)",NULL,59
5,True,"[75,90)","[6,7)","[-6,-5)",35
5,True,"[75,90)","[6,7)","[-5,-4)",13
5,True,"[75,90)","[6,7)","[-4,-3)",5
5,True,"[75,90)","[6,7)","[-3,-2)",11
5,True,"[75,90)","[6,7)","[-2,-1)",10
5,True,"[75,90)","[6,7)","[-1,0)",32
5,True,"[75,90)","[6,7)","[0,1)",25
5,True,"[75,90)","[6,7)","[1,2)",22
5,True,"[75,90)","[6,7)","[2,3)",13
5,True,"[75,90)","[6,7)","[3,4)",35
5,True,"[75,90)","[6,7)","[4,5)",15
5,True,"[75,90)","[6,7)","[5,6)",19
5,True,"[75,90)","[6,7)","[6,7)",36
5,True,"[75,90)","[6,7)","[8,9)",18
5,True,"[75,90)","[6,7)","[9,10)",4
5,True,"[75,90)","[6,7)","[10,11)",38
5,True,"[75,90)","[6,7)","[11,16)",32
5,True,"[75,90)","[6,7)","[16,21)",34
5,True,"[75,90)","[6,7)","[21,26)",11
5,True,"[75,90)","[6,7)","[26,31)",5
5,True,"[75,90)","[6,7)","[31,46)",15
5,True,"[75,90)","[6,7)","[46,61)",1
5,True,"[75,90)","[6,7)",NULL,9
5,True,"[90,120)","[6,7)","[-6,-5)",24
5,True,"[90,120)","[6,7)","[-5,-4)",6
5,True,"[90,120)","[6,7)","[-4,-3)",26
5,True,"[90,120)","[6,7)","[-3,-2)",5
5,True,"[90,120)","[6,7)","[-2,-1)",6
5,True,"[90,120)","[6,7)","[-1,0)",15
5,True,"[90,120)","[6,7)","[0,1)",13
5,True,"[90,120)","[6,7)","[1,2)",14
5,True,"[90,120)","[6,7)","[2,3)",3
5,True,"[90,120)","[6,7)","[3,4)",9
5,True,"[90,120)","[6,7)","[4,5)",22
5,True,"[90,120)","[6,7)","[5,6)",14
5,True,"[90,120)","[6,7)","[6,7)",44
5,True,"[90,120)","[6,7)","[7,8)",12
5,True,"[90,120)","[6,7)","[8,9)",22
5,True,"[90,120)","[6,7)","[9,10)",4
5,True,"[90,120)","[6,7)","[10,11)",5
5,True,"[90,120)","[6,7)","[11,16)",49
5,True,"[90,120)","[6,7)","[16,21)",51
5,True,"[90,120)","[6,7)","[21,26)",15
5,True,"[90,120)","[6,7)","[26,31)",3
5,True,"[90,120)","[6,7)","[31,46)",13
5,True,"[90,120)","[6,7)",NULL,11
5,True,"[120,150)","[6,7)","[-6,-5)",5
5,True,"[120,150)","[6,7)","[-3,-2)",1
5,True,"[120,150)","[6,7)","[2,3)",2
5,True,"[120,150)","[6,7)","[3,4)",1
5,True,"[120,150)","[6,7)","[4,5)",1
5,True,"[120,150)","[6,7)","[6,7)",1
5,True,"[120,150)","[6,7)","[16,21)",1
5,True,"[120,150)","[6,7)",NULL,1
5,True,"[150,180)","[6,7)","[-6,-5)",12
5,True,"[150,180)","[6,7)","[2,3)",1
5,True,"[150,180)","[6,7)","[4,5)",15
5,True,"[180,240)","[6,7)","[-6,-5)",10
5,True,"[180,240)","[6,7)","[2,3)",1
5,True,"[180,240)","[6,7)","[4,5)",4
5,True,"[-15,-10)","[7,8)","[0,1)",8
5,True,"[-10,-5)","[7,8)","[0,1)",26
5,True,"[-10,-5)","[7,8)","[6,7)",1
5,True,"[-10,-5)","[7,8)","[31,46)",2
5,True,"[-5,0)","[7,8)","[-7,-6)",4
5,True,"[-5,0)","[7,8)","[0,1)",99
5,True,"[-5,0)","[7,8)","[1,2)",5
5,True,"[-5,0)","[7,8)","[2,3)",8
5,True,"[-5,0)","[7,8)","[3,4)",5
5,True,"[-5,0)","[7,8)","[4,5)",6
5,True,"[-5,0)","[7,8)","[5,6)",2
5,True,"[-5,0)","[7,8)","[6,7)",4
5,True,"[-5,0)","[7,8)","[7,8)",1
5,True,"[-5,0)","[7,8)","[8,9)",1
5,True,"[-5,0)","[7,8)","[9,10)",1
5,True,"[-5,0)","[7,8)","[11,16)",8
5,True,"[-5,0)","[7,8)","[16,21)",1
5,True,"[-5,0)","[7,8)","[21,26)",1
5,True,"[-5,0)","[7,8)","[31,46)",2
5,True,"[0,5)","[7,8)","[-2,-1)",3
5,True,"[0,5)","[7,8)","[-1,0)",54
5,True,"[0,5)","[7,8)","[0,1)",2088
5,True,"[0,5)","[7,8)","[1,2)",665
5,True,"[0,5)","[7,8)","[2,3)",194
5,True,"[0,5)","[7,8)","[3,4)",103
5,True,"[0,5)","[7,8)","[4,5)",66
5,True,"[0,5)","[7,8)","[5,6)",34
5,True,"[0,5)","[7,8)","[6,7)",28
5,True,"[0,5)","[7,8)","[7,8)",25
5,True,"[0,5)","[7,8)","[8,9)",25
5,True,"[0,5)","[7,8)","[9,10)",11
5,True,"[0,5)","[7,8)","[10,11)",11
5,True,"[0,5)","[7,8)","[11,16)",41
5,True,"[0,5)","[7,8)","[16,21)",10
5,True,"[0,5)","[7,8)","[21,26)",17
5,True,"[0,5)","[7,8)","[26,31)",6
5,True,"[0,5)","[7,8)","[31,46)",4
5,True,"[0,5)","[7,8)","[91,)",4
5,True,"[5,10)","[7,8)","[-7,-6)",3
5,True,"[5,10)","[7,8)","[-4,-3)",4
5,True,"[5,10)","[7,8)","[-3,-2)",2
5,True,"[5,10)","[7,8)","[-2,-1)",43
5,True,"[5,10)","[7,8)","[-1,0)",693
5,True,"[5,10)","[7,8)","[0,1)",7556
5,True,"[5,10)","[7,8)","[1,2)",3268
5,True,"[5,10)","[7,8)","[2,3)",1363
5,True,"[5,10)","[7,8)","[3,4)",837
5,True,"[5,10)","[7,8)","[4,5)",514
5,True,"[5,10)","[7,8)","[5,6)",267
5,True,"[5,10)","[7,8)","[6,7)",137
5,True,"[5,10)","[7,8)","[7,8)",108
5,True,"[5,10)","[7,8)","[8,9)",113
5,True,"[5,10)","[7,8)","[9,10)",87
5,True,"[5,10)","[7,8)","[10,11)",51
5,True,"[5,10)","[7,8)","[11,16)",135
5,True,"[5,10)","[7,8)","[16,21)",60
5,True,"[5,10)","[7,8)","[21,26)",55
5,True,"[5,10)","[7,8)","[26,31)",15
5,True,"[5,10)","[7,8)","[31,46)",10
5,True,"[5,10)","[7,8)","[46,61)",2
5,True,"[5,10)","[7,8)","[61,76)",2
5,True,"[5,10)","[7,8)","[91,)",5
5,True,"[5,10)","[7,8)",NULL,3
5,True,"[10,15)","[7,8)","[-7,-6)",6
5,True,"[10,15)","[7,8)","[-6,-5)",7
5,True,"[10,15)","[7,8)","[-5,-4)",10
5,True,"[10,15)","[7,8)","[-4,-3)",20
5,True,"[10,15)","[7,8)","[-3,-2)",2
5,True,"[10,15)","[7,8)","[-2,-1)",134
5,True,"[10,15)","[7,8)","[-1,0)",1334
5,True,"[10,15)","[7,8)","[0,1)",5313
5,True,"[10,15)","[7,8)","[1,2)",3227
5,True,"[10,15)","[7,8)","[2,3)",1806
5,True,"[10,15)","[7,8)","[3,4)",1093
5,True,"[10,15)","[7,8)","[4,5)",762
5,True,"[10,15)","[7,8)","[5,6)",372
5,True,"[10,15)","[7,8)","[6,7)",229
5,True,"[10,15)","[7,8)","[7,8)",163
5,True,"[10,15)","[7,8)","[8,9)",164
5,True,"[10,15)","[7,8)","[9,10)",128
5,True,"[10,15)","[7,8)","[10,11)",73
5,True,"[10,15)","[7,8)","[11,16)",159
5,True,"[10,15)","[7,8)","[16,21)",99
5,True,"[10,15)","[7,8)","[21,26)",63
5,True,"[10,15)","[7,8)","[26,31)",27
5,True,"[10,15)","[7,8)","[31,46)",14
5,True,"[10,15)","[7,8)","[61,76)",5
5,True,"[10,15)","[7,8)","[91,)",1
5,True,"[10,15)","[7,8)",NULL,50
5,True,"[15,20)","[7,8)","[-7,-6)",11
5,True,"[15,20)","[7,8)","[-6,-5)",8
5,True,"[15,20)","[7,8)","[-5,-4)",22
5,True,"[15,20)","[7,8)","[-4,-3)",32
5,True,"[15,20)","[7,8)","[-3,-2)",29
5,True,"[15,20)","[7,8)","[-2,-1)",293
5,True,"[15,20)","[7,8)","[-1,0)",1279
5,True,"[15,20)","[7,8)","[0,1)",3142
5,True,"[15,20)","[7,8)","[1,2)",2259
5,True,"[15,20)","[7,8)","[2,3)",1647
5,True,"[15,20)","[7,8)","[3,4)",1094
5,True,"[15,20)","[7,8)","[4,5)",728
5,True,"[15,20)","[7,8)","[5,6)",412
5,True,"[15,20)","[7,8)","[6,7)",269
5,True,"[15,20)","[7,8)","[7,8)",239
5,True,"[15,20)","[7,8)","[8,9)",180
5,True,"[15,20)","[7,8)","[9,10)",143
5,True,"[15,20)","[7,8)","[10,11)",97
5,True,"[15,20)","[7,8)","[11,16)",175
5,True,"[15,20)","[7,8)","[16,21)",93
5,True,"[15,20)","[7,8)","[21,26)",56
5,True,"[15,20)","[7,8)","[26,31)",42
5,True,"[15,20)","[7,8)","[31,46)",12
5,True,"[15,20)","[7,8)","[46,61)",5
5,True,"[15,20)","[7,8)","[61,76)",4
5,True,"[15,20)","[7,8)","[76,91)",1
5,True,"[15,20)","[7,8)",NULL,133
5,True,"[20,25)","[7,8)","[-7,-6)",26
5,True,"[20,25)","[7,8)","[-6,-5)",22
5,True,"[20,25)","[7,8)","[-5,-4)",18
5,True,"[20,25)","[7,8)","[-4,-3)",40
5,True,"[20,25)","[7,8)","[-3,-2)",65
5,True,"[20,25)","[7,8)","[-2,-1)",372
5,True,"[20,25)","[7,8)","[-1,0)",1046
5,True,"[20,25)","[7,8)","[0,1)",1786
5,True,"[20,25)","[7,8)","[1,2)",1491
5,True,"[20,25)","[7,8)","[2,3)",1223
5,True,"[20,25)","[7,8)","[3,4)",1001
5,True,"[20,25)","[7,8)","[4,5)",681
5,True,"[20,25)","[7,8)","[5,6)",396
5,True,"[20,25)","[7,8)","[6,7)",281
5,True,"[20,25)","[7,8)","[7,8)",209
5,True,"[20,25)","[7,8)","[8,9)",178
5,True,"[20,25)","[7,8)","[9,10)",104
5,True,"[20,25)","[7,8)","[10,11)",93
5,True,"[20,25)","[7,8)","[11,16)",225
5,True,"[20,25)","[7,8)","[16,21)",99
5,True,"[20,25)","[7,8)","[21,26)",52
5,True,"[20,25)","[7,8)","[26,31)",48
5,True,"[20,25)","[7,8)","[31,46)",14
5,True,"[20,25)","[7,8)","[46,61)",15
5,True,"[20,25)","[7,8)","[61,76)",5
5,True,"[20,25)","[7,8)",NULL,98
5,True,"[25,30)","[7,8)","[-7,-6)",31
5,True,"[25,30)","[7,8)","[-6,-5)",40
5,True,"[25,30)","[7,8)","[-5,-4)",24
5,True,"[25,30)","[7,8)","[-4,-3)",51
5,True,"[25,30)","[7,8)","[-3,-2)",93
5,True,"[25,30)","[7,8)","[-2,-1)",380
5,True,"[25,30)","[7,8)","[-1,0)",698
5,True,"[25,30)","[7,8)","[0,1)",1158
5,True,"[25,30)","[7,8)","[1,2)",959
5,True,"[25,30)","[7,8)","[2,3)",897
5,True,"[25,30)","[7,8)","[3,4)",801
5,True,"[25,30)","[7,8)","[4,5)",611
5,True,"[25,30)","[7,8)","[5,6)",414
5,True,"[25,30)","[7,8)","[6,7)",271
5,True,"[25,30)","[7,8)","[7,8)",233
5,True,"[25,30)","[7,8)","[8,9)",172
5,True,"[25,30)","[7,8)","[9,10)",124
5,True,"[25,30)","[7,8)","[10,11)",85
5,True,"[25,30)","[7,8)","[11,16)",235
5,True,"[25,30)","[7,8)","[16,21)",117
5,True,"[25,30)","[7,8)","[21,26)",33
5,True,"[25,30)","[7,8)","[26,31)",39
5,True,"[25,30)","[7,8)","[31,46)",14
5,True,"[25,30)","[7,8)","[46,61)",17
5,True,"[25,30)","[7,8)",NULL,116
5,True,"[30,45)","[7,8)","[-7,-6)",208
5,True,"[30,45)","[7,8)","[-6,-5)",187
5,True,"[30,45)","[7,8)","[-5,-4)",140
5,True,"[30,45)","[7,8)","[-4,-3)",197
5,True,"[30,45)","[7,8)","[-3,-2)",295
5,True,"[30,45)","[7,8)","[-2,-1)",572
5,True,"[30,45)","[7,8)","[-1,0)",764
5,True,"[30,45)","[7,8)","[0,1)",1245
5,True,"[30,45)","[7,8)","[1,2)",1050
5,True,"[30,45)","[7,8)","[2,3)",1073
5,True,"[30,45)","[7,8)","[3,4)",1024
5,True,"[30,45)","[7,8)","[4,5)",714
5,True,"[30,45)","[7,8)","[5,6)",622
5,True,"[30,45)","[7,8)","[6,7)",461
5,True,"[30,45)","[7,8)","[7,8)",390
5,True,"[30,45)","[7,8)","[8,9)",292
5,True,"[30,45)","[7,8)","[9,10)",239
5,True,"[30,45)","[7,8)","[10,11)",304
5,True,"[30,45)","[7,8)","[11,16)",457
5,True,"[30,45)","[7,8)","[16,21)",235
5,True,"[30,45)","[7,8)","[21,26)",94
5,True,"[30,45)","[7,8)","[26,31)",82
5,True,"[30,45)","[7,8)","[31,46)",32
5,True,"[30,45)","[7,8)","[46,61)",14
5,True,"[30,45)","[7,8)",NULL,325
5,True,"[45,60)","[7,8)","[-7,-6)",144
5,True,"[45,60)","[7,8)","[-6,-5)",68
5,True,"[45,60)","[7,8)","[-5,-4)",36
5,True,"[45,60)","[7,8)","[-4,-3)",86
5,True,"[45,60)","[7,8)","[-3,-2)",89
5,True,"[45,60)","[7,8)","[-2,-1)",128
5,True,"[45,60)","[7,8)","[-1,0)",154
5,True,"[45,60)","[7,8)","[0,1)",268
5,True,"[45,60)","[7,8)","[1,2)",220
5,True,"[45,60)","[7,8)","[2,3)",258
5,True,"[45,60)","[7,8)","[3,4)",179
5,True,"[45,60)","[7,8)","[4,5)",130
5,True,"[45,60)","[7,8)","[5,6)",232
5,True,"[45,60)","[7,8)","[6,7)",125
5,True,"[45,60)","[7,8)","[7,8)",208
5,True,"[45,60)","[7,8)","[8,9)",114
5,True,"[45,60)","[7,8)","[9,10)",94
5,True,"[45,60)","[7,8)","[10,11)",114
5,True,"[45,60)","[7,8)","[11,16)",239
5,True,"[45,60)","[7,8)","[16,21)",114
5,True,"[45,60)","[7,8)","[21,26)",63
5,True,"[45,60)","[7,8)","[26,31)",33
5,True,"[45,60)","[7,8)","[31,46)",7
5,True,"[45,60)","[7,8)","[46,61)",3
5,True,"[45,60)","[7,8)",NULL,138
5,True,"[60,75)","[7,8)","[-7,-6)",65
5,True,"[60,75)","[7,8)","[-6,-5)",35
5,True,"[60,75)","[7,8)","[-5,-4)",12
5,True,"[60,75)","[7,8)","[-4,-3)",53
5,True,"[60,75)","[7,8)","[-3,-2)",47
5,True,"[60,75)","[7,8)","[-2,-1)",20
5,True,"[60,75)","[7,8)","[-1,0)",48
5,True,"[60,75)","[7,8)","[0,1)",88
5,True,"[60,75)","[7,8)","[1,2)",74
5,True,"[60,75)","[7,8)","[2,3)",115
5,True,"[60,75)","[7,8)","[3,4)",75
5,True,"[60,75)","[7,8)","[4,5)",35
5,True,"[60,75)","[7,8)","[5,6)",59
5,True,"[60,75)","[7,8)","[6,7)",31
5,True,"[60,75)","[7,8)","[7,8)",53
5,True,"[60,75)","[7,8)","[8,9)",45
5,True,"[60,75)","[7,8)","[9,10)",66
5,True,"[60,75)","[7,8)","[10,11)",18
5,True,"[60,75)","[7,8)","[11,16)",128
5,True,"[60,75)","[7,8)","[16,21)",48
5,True,"[60,75)","[7,8)","[21,26)",19
5,True,"[60,75)","[7,8)","[26,31)",13
5,True,"[60,75)","[7,8)","[31,46)",17
5,True,"[60,75)","[7,8)",NULL,42
5,True,"[75,90)","[7,8)","[-7,-6)",9
5,True,"[75,90)","[7,8)","[-6,-5)",15
5,True,"[75,90)","[7,8)","[-5,-4)",12
5,True,"[75,90)","[7,8)","[-4,-3)",10
5,True,"[75,90)","[7,8)","[-3,-2)",5
5,True,"[75,90)","[7,8)","[-2,-1)",2
5,True,"[75,90)","[7,8)","[-1,0)",6
5,True,"[75,90)","[7,8)","[0,1)",35
5,True,"[75,90)","[7,8)","[1,2)",47
5,True,"[75,90)","[7,8)","[2,3)",45
5,True,"[75,90)","[7,8)","[3,4)",35
5,True,"[75,90)","[7,8)","[4,5)",20
5,True,"[75,90)","[7,8)","[5,6)",30
5,True,"[75,90)","[7,8)","[6,7)",7
5,True,"[75,90)","[7,8)","[7,8)",16
5,True,"[75,90)","[7,8)","[8,9)",4
5,True,"[75,90)","[7,8)","[9,10)",27
5,True,"[75,90)","[7,8)","[10,11)",1
5,True,"[75,90)","[7,8)","[11,16)",44
5,True,"[75,90)","[7,8)","[16,21)",25
5,True,"[75,90)","[7,8)","[21,26)",30
5,True,"[75,90)","[7,8)","[26,31)",30
5,True,"[75,90)","[7,8)","[31,46)",1
5,True,"[75,90)","[7,8)","[46,61)",1
5,True,"[75,90)","[7,8)",NULL,18
5,True,"[90,120)","[7,8)","[-7,-6)",18
5,True,"[90,120)","[7,8)","[-6,-5)",50
5,True,"[90,120)","[7,8)","[-5,-4)",5
5,True,"[90,120)","[7,8)","[-4,-3)",20
5,True,"[90,120)","[7,8)","[-3,-2)",3
5,True,"[90,120)","[7,8)","[-2,-1)",2
5,True,"[90,120)","[7,8)","[-1,0)",19
5,True,"[90,120)","[7,8)","[0,1)",24
5,True,"[90,120)","[7,8)","[1,2)",24
5,True,"[90,120)","[7,8)","[2,3)",22
5,True,"[90,120)","[7,8)","[3,4)",55
5,True,"[90,120)","[7,8)","[4,5)",20
5,True,"[90,120)","[7,8)","[5,6)",19
5,True,"[90,120)","[7,8)","[6,7)",11
5,True,"[90,120)","[7,8)","[7,8)",27
5,True,"[90,120)","[7,8)","[8,9)",3
5,True,"[90,120)","[7,8)","[10,11)",3
5,True,"[90,120)","[7,8)","[11,16)",44
5,True,"[90,120)","[7,8)","[16,21)",3
5,True,"[90,120)","[7,8)","[21,26)",9
5,True,"[90,120)","[7,8)","[26,31)",18
5,True,"[90,120)","[7,8)","[31,46)",6
5,True,"[90,120)","[7,8)",NULL,9
5,True,"[120,150)","[7,8)","[-7,-6)",5
5,True,"[120,150)","[7,8)","[-3,-2)",1
5,True,"[120,150)","[7,8)","[-2,-1)",1
5,True,"[120,150)","[7,8)","[0,1)",27
5,True,"[120,150)","[7,8)","[1,2)",1
5,True,"[120,150)","[7,8)","[3,4)",30
5,True,"[120,150)","[7,8)","[11,16)",5
5,True,"[150,180)","[7,8)","[-7,-6)",1
5,True,"[150,180)","[7,8)","[1,2)",1
5,True,"[150,180)","[7,8)","[3,4)",13
5,True,"[360,)","[7,8)","[-7,-6)",1
5,True,"[-10,-5)","[8,9)","[0,1)",10
5,True,"[-5,0)","[8,9)","[0,1)",50
5,True,"[-5,0)","[8,9)","[1,2)",7
5,True,"[-5,0)","[8,9)","[2,3)",3
5,True,"[-5,0)","[8,9)","[3,4)",7
5,True,"[-5,0)","[8,9)","[4,5)",2
5,True,"[-5,0)","[8,9)","[5,6)",3
5,True,"[-5,0)","[8,9)","[7,8)",1
5,True,"[-5,0)","[8,9)","[8,9)",1
5,True,"[-5,0)","[8,9)","[9,10)",2
5,True,"[-5,0)","[8,9)","[10,11)",1
5,True,"[-5,0)","[8,9)","[11,16)",7
5,True,"[-5,0)","[8,9)","[21,26)",1
5,True,"[-5,0)","[8,9)","[26,31)",1
5,True,"[-5,0)","[8,9)","[46,61)",1
5,True,"[0,5)","[8,9)","[-8,-7)",2
5,True,"[0,5)","[8,9)","[-3,-2)",1
5,True,"[0,5)","[8,9)","[-2,-1)",3
5,True,"[0,5)","[8,9)","[-1,0)",59
5,True,"[0,5)","[8,9)","[0,1)",1528
5,True,"[0,5)","[8,9)","[1,2)",535
5,True,"[0,5)","[8,9)","[2,3)",152
5,True,"[0,5)","[8,9)","[3,4)",99
5,True,"[0,5)","[8,9)","[4,5)",48
5,True,"[0,5)","[8,9)","[5,6)",40
5,True,"[0,5)","[8,9)","[6,7)",17
5,True,"[0,5)","[8,9)","[7,8)",15
5,True,"[0,5)","[8,9)","[8,9)",18
5,True,"[0,5)","[8,9)","[9,10)",17
